Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,LapTimeSeconds,Year,Track,Session,AirTempC,TrackTempC,Rainfall,TyreAgeLaps,SessionProgress,LapTimeFormatted
ALO,Aston Martin,4.0,0 days 00:01:26.411000,MEDIUM,1.0,1,True,86.411,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:26.411
ALO,Aston Martin,5.0,0 days 00:01:26.218000,MEDIUM,1.0,1,True,86.218,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Early,1:26.218
ALO,Aston Martin,6.0,0 days 00:01:25.911000,MEDIUM,1.0,1,True,85.911,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Early,1:25.911
ALO,Aston Martin,7.0,0 days 00:01:25.950000,MEDIUM,1.0,1,True,85.95,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Early,1:25.950
ALO,Aston Martin,8.0,0 days 00:01:25.693000,MEDIUM,1.0,1,True,85.693,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Early,1:25.693
ALO,Aston Martin,9.0,0 days 00:01:25.969000,MEDIUM,1.0,1,True,85.969,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Early,1:25.969
ALO,Aston Martin,10.0,0 days 00:01:25.832000,MEDIUM,1.0,1,True,85.832,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Early,1:25.832
ALO,Aston Martin,11.0,0 days 00:01:25.758000,MEDIUM,1.0,1,True,85.758,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Early,1:25.758
ALO,Aston Martin,14.0,0 days 00:01:25.832000,HARD,2.0,1,True,85.832,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Early,1:25.832
ALO,Aston Martin,15.0,0 days 00:01:24.670000,HARD,2.0,1,True,84.67,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Early,1:24.670
ALO,Aston Martin,16.0,0 days 00:01:24.614000,HARD,2.0,1,True,84.614,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:24.614
